CODE CLIENT;MEDIA;JOUR;HORAIRE;REDUCTION
469221;MAIL;Samedi;Après-midi;10%
409287;MAIL;Samedi;Après-midi;5%
656918;MAIL;Mercredi;Matin;5%
419494;MAIL;Samedi;Après-midi;Aucune
472584;MAIL;Samedi;Après-midi;Aucune
493492;MAIL;Samedi;Après-midi;Aucune
360590;MAIL;Mercredi;Matin;10euros
630919;MAIL;Mercredi;Matin;5%
500728;MAIL;Samedi;Après-midi;10euros
602744;MAIL;Samedi;Après-midi;10%
500877;MAIL;Samedi;Après-midi;5%
470119;MAIL;Mercredi;Midi;10%
368369;MAIL;Mercredi;Matin;5%
299234;MAIL;Mercredi;Matin;Aucune
650544;MAIL;Samedi;Après-midi;Aucune
603778;MAIL;Samedi;Après-midi;Aucune
488023;MAIL;Mercredi;Midi;Aucune
488006;MAIL;Samedi;Après-midi;5%
389420;MAIL;Samedi;Après-midi;5%
487095;MAIL;Samedi;Après-midi;10%
499169;MAIL;Samedi;Après-midi;10%
617177;MAIL;Mercredi;Midi;10euros
650276;MAIL;Mercredi;Midi;10%
623393;MAIL;Samedi;Après-midi;10euros
149400;MAIL;Samedi;Après-midi;Aucune
647296;MAIL;Mercredi;Midi;Aucune
628875;MAIL;Mercredi;Matin;5%
105775;MAIL;Mercredi;Matin;5%
644850;MAIL;Mercredi;Midi;10%
627614;MAIL;Mercredi;Matin;Aucune
488942;MAIL;Samedi;Après-midi;10%
490003;MAIL;Samedi;Après-midi;Aucune
624633;MAIL;Samedi;Après-midi;10%
369733;MAIL;Mercredi;Matin;10%
654045;MAIL;Samedi;Après-midi;5%
39536;MAIL;Samedi;Après-midi;Aucune
487106;MAIL;Samedi;Après-midi;5%
608375;MAIL;Mercredi;Midi;10euros
486975;MAIL;Mercredi;Midi;10%
624673;MAIL;Mercredi;Midi;Aucune
38477;MAIL;Samedi;Après-midi;10euros
626911;MAIL;Mercredi;Matin;Aucune
607554;MAIL;Mercredi;Midi;Aucune
602668;MAIL;Samedi;Après-midi;5%
606024;MAIL;Mercredi;Matin;10%
488616;MAIL;Samedi;Après-midi;Aucune
651239;MAIL;Mercredi;Matin;Aucune
649522;MAIL;Samedi;Après-midi;Aucune
288348;MAIL;Mercredi;Matin;Aucune
617499;MAIL;Mercredi;Midi;Aucune
652922;MAIL;Mercredi;Matin;5%
361911;MAIL;Samedi;Après-midi;10%
69714;MAIL;Mercredi;Matin;10euros
347973;MAIL;Samedi;Après-midi;5%
378495;MAIL;Samedi;Après-midi;Aucune
634728;MAIL;Samedi;Après-midi;10%
493700;MAIL;Mercredi;Matin;5%
626925;MAIL;Samedi;Après-midi;10euros
334867;MAIL;Samedi;Après-midi;Aucune
602925;MAIL;Mercredi;Midi;5%
19379;MAIL;Mercredi;Midi;Aucune
627777;MAIL;Samedi;Après-midi;10euros
97758;MAIL;Samedi;Après-midi;5%
474421;MAIL;Samedi;Après-midi;5%
425029;MAIL;Mercredi;Midi;5%
96351;MAIL;Samedi;Après-midi;Aucune
384135;MAIL;Mercredi;Matin;5%
604738;MAIL;Mercredi;Midi;10euros
504963;MAIL;Mercredi;Midi;5%
631131;MAIL;Samedi;Après-midi;10%
493699;MAIL;Samedi;Après-midi;10%
630427;MAIL;Samedi;Après-midi;10%
310600;MAIL;Samedi;Après-midi;Aucune
630702;MAIL;Samedi;Après-midi;5%
499176;MAIL;Samedi;Après-midi;10%
631118;MAIL;Samedi;Après-midi;Aucune
626750;MAIL;Samedi;Après-midi;Aucune
377635;MAIL;Samedi;Après-midi;10%
654613;MAIL;Mercredi;Midi;5%
401921;MAIL;Samedi;Après-midi;5%
500201;MAIL;Mercredi;Midi;Aucune
624864;MAIL;Mercredi;Matin;Aucune
603719;MAIL;Mercredi;Matin;10%
446541;MAIL;Samedi;Après-midi;Aucune
432484;MAIL;Mercredi;Matin;10euros
337414;MAIL;Mercredi;Matin;5%
644844;MAIL;Samedi;Après-midi;5%
487494;MAIL;Samedi;Après-midi;5%
307513;MAIL;Mercredi;Midi;10euros
183601;MAIL;Mercredi;Midi;5%
332850;MAIL;Mercredi;Matin;5%
480316;MAIL;Samedi;Après-midi;Aucune
630694;MAIL;Samedi;Après-midi;5%
174455;MAIL;Mercredi;Matin;5%
647030;MAIL;Mercredi;Midi;5%
649826;MAIL;Samedi;Après-midi;Aucune
652503;MAIL;Samedi;Après-midi;10euros
131482;MAIL;Samedi;Après-midi;5%
148806;MAIL;Samedi;Après-midi;5%
370748;MAIL;Mercredi;Midi;10euros
603795;MAIL;Mercredi;Matin;10%
631468;MAIL;Samedi;Après-midi;Aucune
631957;MAIL;Samedi;Après-midi;10%
301724;MAIL;Samedi;Après-midi;10euros
631133;MAIL;Mercredi;Midi;Aucune
339220;MAIL;Samedi;Après-midi;10euros
604724;MAIL;Mercredi;Midi;5%
631263;MAIL;Mercredi;Matin;10%
518113;MAIL;Mercredi;Matin;10euros
654215;MAIL;Samedi;Après-midi;10%
494958;MAIL;Samedi;Après-midi;10euros
474435;MAIL;Mercredi;Midi;10euros
106241;MAIL;Mercredi;Midi;5%
65082;MAIL;Mercredi;Matin;10euros
68000;MAIL;Samedi;Après-midi;Aucune
633972;MAIL;Mercredi;Matin;Aucune
347969;MAIL;Mercredi;Matin;5%
376913;MAIL;Mercredi;Midi;10%
308766;MAIL;Mercredi;Midi;Aucune
334842;MAIL;Mercredi;Midi;10%
94867;MAIL;Mercredi;Midi;Aucune
6049;MAIL;Mercredi;Midi;Aucune
656108;MAIL;Samedi;Après-midi;Aucune
515043;MAIL;Mercredi;Midi;10%
304045;MAIL;Samedi;Après-midi;Aucune
629671;MAIL;Samedi;Après-midi;Aucune
393285;MAIL;Samedi;Après-midi;10%
653085;MAIL;Samedi;Après-midi;Aucune
106361;MAIL;Mercredi;Midi;10%
409350;MAIL;Mercredi;Matin;5%
627946;MAIL;Mercredi;Midi;Aucune
650643;MAIL;Samedi;Après-midi;Aucune
66328;MAIL;Samedi;Après-midi;Aucune
118003;MAIL;Samedi;Après-midi;Aucune
335302;MAIL;Samedi;Après-midi;Aucune
341262;MAIL;Mercredi;Matin;10%
434089;MAIL;Samedi;Après-midi;10%
78943;MAIL;Mercredi;Midi;5%
319905;MAIL;Mercredi;Matin;Aucune
181556;MAIL;Samedi;Matin;10%
624718;MAIL;Samedi;Matin;10euros
625958;MAIL;Mercredi;Midi;5%
487098;MAIL;Samedi;Après-midi;Aucune
422155;MAIL;Samedi;Après-midi;10%
651092;MAIL;Dimanche;Matin;10euros
630936;MAIL;Vendredi;Matin;Aucune
652326;MAIL;Samedi;Matin;Aucune
489495;MAIL;Samedi;Après-midi;Aucune
376044;MAIL;Mercredi;Matin;5%
457661;MAIL;Dimanche;Matin;5%
72374;MAIL;Dimanche;Matin;Aucune
651774;MAIL;Lundi;Midi;Aucune
496925;MAIL;Samedi;Midi;Aucune
327823;MAIL;Lundi;Matin;Aucune
650358;MAIL;Mercredi;Matin;10euros
647770;MAIL;Samedi;Après-midi;Aucune
140229;MAIL;Samedi;Après-midi;5%
313858;MAIL;Mercredi;Midi;5%
398109;MAIL;Samedi;Matin;Aucune
654027;MAIL;Samedi;Matin;Aucune
623603;MAIL;Dimanche;Midi;5%
156401;MAIL;Vendredi;Matin;Aucune
499730;MAIL;Samedi;Midi;10euros
629265;MAIL;Samedi;Après-midi;Aucune
545472;MAIL;Mercredi;Matin;10%
624480;MAIL;Dimanche;Midi;5%
629264;MAIL;Dimanche;Midi;Aucune
121367;MAIL;Lundi;Matin;5%
602467;MAIL;Mercredi;Midi;10%
65096;MAIL;Samedi;Après-midi;10%
658811;MAIL;Mercredi;Midi;10%
383181;MAIL;Samedi;Après-midi;5%
457662;MAIL;Mercredi;Midi;Aucune
451174;MAIL;Mercredi;Matin;10%
140479;MAIL;Mercredi;Midi;Aucune
434457;MAIL;Samedi;Après-midi;5%
394196;MAIL;Mercredi;Midi;Aucune
90233;MAIL;Samedi;Matin;5%
486224;MAIL;Mercredi;Après-midi;Aucune
650272;MAIL;Samedi;Matin;10%
496235;MAIL;Mercredi;Midi;5%
70847;MAIL;Mercredi;Midi;Aucune
52217;MAIL;Mercredi;Midi;Aucune
142011;MAIL;Mercredi;Midi;Aucune
37365;MAIL;Samedi;Après-midi;10euros
139171;MAIL;Mercredi;Matin;10%
653579;MAIL;Samedi;Après-midi;5%
399795;MAIL;Samedi;Après-midi;10%
652785;MAIL;Samedi;Après-midi;10euros
124913;MAIL;Mercredi;Matin;5%
647976;MAIL;Mardi;Après-midi;10%
166004;MAIL;Mardi;Après-midi;10euros
647969;MAIL;Mardi;Après-midi;Aucune
498511;MAIL;Mercredi;Midi;5%
14270;MAIL;Mardi;Après-midi;5%
299994;MAIL;Mardi;Après-midi;Aucune
660267;MAIL;Mardi;Après-midi;Aucune
648092;MAIL;Mardi;Après-midi;10%
28693;MAIL;Mercredi;Midi;5%
653377;MAIL;Mercredi;Matin;5%
581334;MAIL;Mercredi;Après-midi;Aucune
53844;MAIL;Mardi;Après-midi;10euros
630347;MAIL;Mercredi;Midi;Aucune
271569;MAIL;Mardi;Après-midi;Aucune
59068;MAIL;Mercredi;Après-midi;5%
578087;MAIL;Mardi;Après-midi;5%
440130;MAIL;Mercredi;Matin;10euros
629280;MAIL;Mercredi;Après-midi;Aucune
110262;MAIL;Mercredi;Midi;5%
618942;MAIL;Mercredi;Midi;5%
646884;MAIL;Mercredi;Midi;Aucune
650991;MAIL;Mercredi;Matin;Aucune
457619;MAIL;Mardi;Matin;Aucune
457733;MAIL;Mardi;Matin;10%
559423;MAIL;Mercredi;Midi;Aucune
409345;MAIL;Mercredi;Midi;10euros
307434;MAIL;Mardi;Après-midi;5%
658840;MAIL;Mercredi;Midi;10%
31418;MAIL;Mardi;Après-midi;5%
473010;MAIL;Mercredi;Après-midi;10euros
656266;MAIL;Mardi;Après-midi;Aucune
132543;MAIL;Mercredi;Après-midi;5%
419082;MAIL;Mercredi;Midi;Aucune
659053;MAIL;Dimanche;Midi;Aucune
476844;MAIL;Lundi;Matin;5%
561171;MAIL;Mercredi;Midi;Aucune
631279;MAIL;Lundi;Matin;Aucune
656932;MAIL;Mercredi;Midi;Aucune
63118;MAIL;Mardi;Matin;10euros
56103;MAIL;Mardi;Matin;5%
64937;MAIL;Mercredi;Midi;5%
162043;MAIL;Mardi;Matin;Aucune
333600;MAIL;Mardi;Matin;5%
307476;MAIL;Dimanche;Matin;5%
159296;MAIL;Vendredi;Matin;5%
315094;MAIL;Samedi;Midi;Aucune
173152;MAIL;Mardi;Après-midi;Aucune
657885;MAIL;Mercredi;Midi;5%
66158;MAIL;Dimanche;Midi;Aucune
627155;MAIL;Dimanche;Midi;10%
479430;MAIL;Lundi;Midi;Aucune
658959;MAIL;Mardi;Midi;Aucune
563689;MAIL;Mardi;Après-midi;5%
415961;MAIL;Jeudi;Midi;Aucune
599706;MAIL;Mardi;Après-midi;5%
33524;MAIL;Lundi;Midi;10%
118991;MAIL;Lundi;Matin;10euros
479443;MAIL;Mardi;Après-midi;Aucune
102641;MAIL;Mardi;Après-midi;Aucune
276171;MAIL;Mardi;Après-midi;10%
82363;MAIL;Vendredi;Matin;5%
76890;MAIL;Mardi;Après-midi;Aucune
103813;MAIL;Mercredi;Midi;10euros
601825;MAIL;Mardi;Après-midi;5%
619591;MAIL;Samedi;Midi;Aucune
457574;MAIL;Samedi;Après-midi;Aucune
483657;MAIL;Mardi;Après-midi;Aucune
473973;MAIL;Mardi;Après-midi;Aucune
468298;MAIL;Mardi;Après-midi;5%
647980;MAIL;Mardi;Après-midi;5%
97841;MAIL;Vendredi;Matin;Aucune
91593;MAIL;Mardi;Après-midi;Aucune
15888;MAIL;Mardi;Après-midi;10%
173815;MAIL;Mardi;Après-midi;Aucune
631316;MAIL;Mardi;Après-midi;10%
603528;MAIL;Mercredi;Midi;10%
634727;MAIL;Mardi;Matin;5%
647625;MAIL;Mercredi;Midi;5%
89585;MAIL;Mardi;Après-midi;10%
389144;MAIL;Mercredi;Midi;Aucune
649040;MAIL;Mardi;Matin;5%
397464;MAIL;Mercredi;Après-midi;Aucune
515543;MAIL;Mercredi;Midi;Aucune
17011;MAIL;Mardi;Après-midi;5%
650008;MAIL;Lundi;Midi;5%
404669;MAIL;Lundi;Matin;5%
486580;MAIL;Jeudi;Matin;5%
316647;MAIL;Mardi;Après-midi;Aucune
655565;MAIL;Jeudi;Matin;10euros
646790;MAIL;Vendredi;Après-midi;Aucune
434194;MAIL;Mardi;Après-midi;10%
12359;MAIL;Mardi;Après-midi;Aucune
469955;MAIL;Vendredi;Matin;5%
261701;MAIL;Vendredi;Matin;5%
491284;MAIL;Vendredi;Midi;Aucune
647399;MAIL;Vendredi;Après-midi;10%
445218;MAIL;Mardi;Après-midi;10euros
328946;MAIL;Vendredi;Matin;Aucune
482362;MAIL;Mardi;Après-midi;10%
495526;MAIL;Mardi;Après-midi;Aucune
657215;MAIL;Vendredi;Matin;10%
659984;MAIL;Mardi;Après-midi;5%
142671;MAIL;Mardi;Après-midi;Aucune
490557;MAIL;Vendredi;Après-midi;Aucune
432686;MAIL;Mardi;Après-midi;Aucune
466341;MAIL;Mardi;Après-midi;10%
333699;MAIL;Mardi;Après-midi;10%
542523;MAIL;Vendredi;Après-midi;Aucune
312982;MAIL;Mardi;Après-midi;5%
121699;MAIL;Mardi;Après-midi;10euros
487302;MAIL;Vendredi;Midi;5%
608884;MAIL;Vendredi;Midi;10euros
579390;MAIL;Mardi;Après-midi;10euros
129093;MAIL;Mardi;Après-midi;Aucune
503396;MAIL;Mardi;Après-midi;Aucune
490010;MAIL;Mardi;Après-midi;10euros
597251;MAIL;Vendredi;Matin;5%
346534;MAIL;Mardi;Après-midi;10euros
336867;MAIL;Mardi;Après-midi;Aucune
379630;MAIL;Mardi;Après-midi;10euros
490019;MAIL;Mardi;Après-midi;5%
105311;MAIL;Vendredi;Midi;Aucune
499160;MAIL;Mardi;Après-midi;10%
501220;MAIL;Vendredi;Matin;5%
504823;MAIL;Vendredi;Après-midi;10%
614937;MAIL;Mardi;Après-midi;10%
405655;MAIL;Mardi;Après-midi;Aucune
164848;MAIL;Vendredi;Matin;Aucune
604171;MAIL;Mardi;Après-midi;5%
43922;MAIL;Mardi;Après-midi;10%
6152;MAIL;Mardi;Après-midi;10%
5896;MAIL;Vendredi;Après-midi;10euros
656583;MAIL;Mardi;Après-midi;Aucune
375470;MAIL;Vendredi;Matin;10%
511742;MAIL;Vendredi;Matin;10euros
20233;MAIL;Mardi;Après-midi;10euros
102880;MAIL;Vendredi;Midi;5%
135746;MAIL;Mardi;Après-midi;5%
18411;MAIL;Vendredi;Midi;5%
445407;MAIL;Mardi;Après-midi;Aucune
568485;MAIL;Mardi;Après-midi;10%
605888;MAIL;Mardi;Après-midi;Aucune
41415;MAIL;Mardi;Après-midi;Aucune
469779;MAIL;Mardi;Après-midi;5%
650548;MAIL;Vendredi;Après-midi;Aucune
395034;MAIL;Mardi;Après-midi;5%
495578;MAIL;Mardi;Après-midi;10%
62688;MAIL;Mardi;Après-midi;10%
77702;MAIL;Vendredi;Après-midi;10%
500232;MAIL;Vendredi;Midi;Aucune
494481;MAIL;Mercredi;Midi;5%
111162;MAIL;Mardi;Après-midi;5%
161198;MAIL;Mercredi;Midi;10%
526271;MAIL;Mardi;Matin;10euros
490245;MAIL;Mercredi;Après-midi;Aucune
495359;MAIL;Mardi;Matin;Aucune
326235;MAIL;Mercredi;Midi;5%
397626;MAIL;Mercredi;Midi;Aucune
343550;MAIL;Mardi;Matin;Aucune
352952;MAIL;Mercredi;Midi;Aucune
631502;MAIL;Mardi;Matin;Aucune
645330;MAIL;Mardi;Midi;Aucune
648275;MAIL;Dimanche;Midi;Aucune
325752;MAIL;Vendredi;Matin;5%
82440;MAIL;Samedi;Midi;Aucune
394156;MAIL;Mardi;Matin;Aucune
16590;MAIL;Mercredi;Matin;10%
500427;MAIL;Dimanche;Matin;5%
31444;MAIL;Dimanche;Matin;10%
503909;MAIL;Lundi;Matin;Aucune
85005;MAIL;Mercredi;Midi;10%
472547;MAIL;Mercredi;Midi;5%
652;MAIL;Mercredi;Matin;10%
111376;MAIL;Mardi;Matin;10%
564661;MAIL;Mardi;Matin;Aucune
387708;MAIL;Mercredi;Matin;Aucune
132307;MAIL;Mardi;Matin;5%
607536;MAIL;Mardi;Midi;Aucune
56003;MAIL;Dimanche;Matin;5%
67946;MAIL;Vendredi;Midi;Aucune
602658;MAIL;Samedi;Midi;10%
114426;MAIL;Mardi;Matin;5%
568377;MAIL;Mercredi;Matin;10%
71533;MAIL;Dimanche;Matin;Aucune
657095;MAIL;Dimanche;Midi;5%
603440;MAIL;Lundi;Midi;5%
499711;MAIL;Mardi;Matin;10euros
627505;MAIL;Mardi;Midi;5%
96343;MAIL;Mardi;Midi;5%
394839;MAIL;Mercredi;Matin;Aucune
602780;MAIL;Mardi;Matin;Aucune
652028;MAIL;Mardi;Midi;Aucune
603041;MAIL;Dimanche;Midi;5%
457107;MAIL;Mardi;Matin;10%
500442;MAIL;Mardi;Midi;Aucune
658523;MAIL;Mardi;Midi;10euros
487497;MAIL;Mardi;Matin;Aucune
161212;MAIL;Mardi;Matin;Aucune
329413;MAIL;Mardi;Matin;5%
344838;MAIL;Mardi;Midi;Aucune
397421;MAIL;Mardi;Matin;5%
111529;MAIL;Mardi;Midi;5%
653194;MAIL;Mardi;Midi;10%
402001;MAIL;Mardi;Midi;Aucune
269676;MAIL;Mardi;Midi;Aucune
395033;MAIL;Mardi;Matin;Aucune
44275;MAIL;Mardi;Matin;5%
110401;MAIL;Mardi;Midi;Aucune
371524;MAIL;Mardi;Midi;10%
106189;MAIL;Mardi;Midi;Aucune
106338;MAIL;Mardi;Matin;5%
97836;MAIL;Mardi;Matin;Aucune
395734;MAIL;Mardi;Midi;10%
107644;MAIL;Mardi;Midi;5%
52727;MAIL;Mardi;Matin;Aucune
457621;MAIL;Mardi;Matin;5%
465078;MAIL;Mardi;Matin;10%
536997;MAIL;Mardi;Midi;5%
111144;MAIL;Mardi;Matin;5%
603291;MAIL;Mardi;Matin;5%
487451;MAIL;Mardi;Midi;10euros
603045;MAIL;Mardi;Matin;Aucune
107888;MAIL;Mardi;Matin;Aucune
629270;MAIL;Mardi;Midi;Aucune
423313;MAIL;Mardi;Midi;Aucune
398113;MAIL;Mardi;Midi;10%
448568;MAIL;Mardi;Matin;5%
628999;MAIL;Mardi;Midi;5%
388912;MAIL;Mardi;Matin;5%
452468;MAIL;Mardi;Matin;5%
442582;MAIL;Mardi;Matin;Aucune
4506;MAIL;Mardi;Matin;10%
5274;MAIL;Mardi;Matin;5%
71093;MAIL;Mardi;Matin;Aucune
504576;MAIL;Mardi;Matin;5%
362433;MAIL;Mardi;Matin;Aucune
372411;MAIL;Mardi;Matin;5%
352867;MAIL;Mardi;Matin;Aucune
454987;MAIL;Mardi;Matin;10%
52747;MAIL;Mardi;Matin;5%
402873;MAIL;Mardi;Matin;10%
132740;MAIL;Mardi;Matin;5%
425309;MAIL;Mardi;Matin;Aucune
628235;MAIL;Mardi;Matin;Aucune
103130;MAIL;Mardi;Matin;Aucune
172010;MAIL;Mardi;Matin;Aucune
311834;MAIL;Mardi;Matin;10%
163545;MAIL;Mardi;Matin;10euros
257106;MAIL;Mardi;Matin;10%
373984;MAIL;Mardi;Matin;5%
328896;MAIL;Mardi;Matin;5%
443211;MAIL;Mardi;Matin;5%
440647;MAIL;Mardi;Matin;10%
153171;MAIL;Mardi;Matin;Aucune
499174;MAIL;Mardi;Matin;5%
453951;MAIL;Mardi;Matin;5%
372347;MAIL;Mardi;Matin;Aucune
387702;MAIL;Mardi;Matin;10%
630540;MAIL;Mardi;Matin;10euros
646590;MAIL;Mardi;Matin;10euros
646995;MAIL;Mardi;Matin;Aucune
649527;MAIL;Mardi;Matin;10euros
34519;MAIL;Mardi;Midi;Aucune
170482;MAIL;Mardi;Matin;5%
69535;MAIL;Mardi;Matin;Aucune
43960;MAIL;Mardi;Midi;10%
586156;MAIL;Mardi;Matin;10euros
629232;MAIL;Mardi;Matin;5%
307343;MAIL;Mardi;Matin;5%
459396;MAIL;Mardi;Matin;10%
133466;MAIL;Mardi;Matin;5%
56773;MAIL;Mardi;Matin;5%
482661;MAIL;Mardi;Matin;Aucune
647199;MAIL;Mardi;Matin;10%
486812;MAIL;Mardi;Matin;10%
463188;MAIL;Mardi;Matin;5%
383707;MAIL;Mardi;Matin;Aucune
393379;MAIL;Mardi;Matin;Aucune
648680;MAIL;Mardi;Midi;10%
437180;MAIL;Mardi;Matin;Aucune
111585;MAIL;Mardi;Matin;Aucune
175709;MAIL;Mardi;Midi;Aucune
284100;MAIL;Mardi;Matin;5%
446577;MAIL;Mardi;Matin;Aucune
646217;MAIL;Mardi;Matin;Aucune
651029;MAIL;Mardi;Matin;5%
446214;MAIL;Mardi;Matin;5%
371029;MAIL;Mardi;Matin;Aucune
129894;MAIL;Mardi;Matin;Aucune
163505;MAIL;Mardi;Matin;10%
652756;MAIL;Mardi;Matin;5%
656771;MAIL;Mardi;Matin;10euros
482827;MAIL;Mardi;Matin;Aucune
656083;MAIL;Mardi;Matin;5%
102227;MAIL;Mardi;Après-midi;10%
654330;MAIL;Mardi;Après-midi;5%
513401;MAIL;Mardi;Midi;5%
535508;MAIL;Mardi;Après-midi;Aucune
553591;MAIL;Mardi;Après-midi;Aucune
466265;MAIL;Mardi;Midi;10%
471687;MAIL;Mardi;Matin;10%
460890;MAIL;Mardi;Midi;10%
462966;MAIL;Mardi;Après-midi;10%
603932;MAIL;Mardi;Midi;Aucune
510414;MAIL;Mardi;Après-midi;Aucune
658974;MAIL;Mardi;Midi;5%
63033;MAIL;Mardi;Midi;10euros
616683;MAIL;Mardi;Matin;10%
405543;MAIL;Mardi;Après-midi;Aucune
616567;MAIL;Mardi;Après-midi;Aucune
646578;MAIL;Mardi;Matin;Aucune
649859;MAIL;Mardi;Midi;5%
425405;MAIL;Mardi;Après-midi;10%
517379;MAIL;Mardi;Matin;Aucune
568427;MAIL;Mardi;Après-midi;5%
516392;MAIL;Mardi;Midi;10%
102276;MAIL;Mardi;Après-midi;Aucune
362554;MAIL;Mardi;Après-midi;10%
468155;MAIL;Mardi;Matin;Aucune
602433;MAIL;Mardi;Après-midi;10euros
573868;MAIL;Mardi;Matin;10%
9267;MAIL;Mardi;Midi;10%
258893;MAIL;Mardi;Matin;10%
110224;MAIL;Mardi;Après-midi;Aucune
655055;MAIL;Mardi;Après-midi;10%
421991;MAIL;Mardi;Midi;Aucune
615122;MAIL;Mardi;Après-midi;Aucune
491894;MAIL;Mardi;Après-midi;10%
401980;MAIL;Mardi;Matin;10%
267622;MAIL;Mardi;Après-midi;Aucune
354996;MAIL;Mardi;Matin;5%
479766;MAIL;Mardi;Après-midi;10%
329055;MAIL;Mardi;Après-midi;10%
495475;MAIL;Mardi;Matin;5%
392782;MAIL;Mardi;Après-midi;Aucune
620667;MAIL;Mardi;Après-midi;Aucune
77565;MAIL;Mardi;Midi;5%
164160;MAIL;Mardi;Après-midi;10euros
577346;MAIL;Mardi;Matin;5%
396763;MAIL;Mardi;Après-midi;10euros
575852;MAIL;Mardi;Après-midi;10%
462716;MAIL;Mardi;Midi;5%
461579;MAIL;Mardi;Après-midi;Aucune
40613;MAIL;Mardi;Après-midi;5%
502836;MAIL;Mardi;Matin;10%
65795;MAIL;Mardi;Après-midi;10%
654859;MAIL;Mardi;Matin;Aucune
655650;MAIL;Mardi;Après-midi;Aucune
568364;MAIL;Mardi;Après-midi;Aucune
71062;MAIL;Mardi;Matin;Aucune
143834;MAIL;Mardi;Après-midi;Aucune
423081;MAIL;Mardi;Après-midi;Aucune
618997;MAIL;Mardi;Midi;Aucune
512407;MAIL;Mardi;Midi;10%
167185;MAIL;Mardi;Après-midi;5%
441838;MAIL;Mardi;Matin;Aucune
654021;MAIL;Mardi;Après-midi;Aucune
402042;MAIL;Mardi;Après-midi;5%
619328;MAIL;Mardi;Après-midi;Aucune
139782;MAIL;Mardi;Matin;10%
492914;MAIL;Mardi;Matin;10%
328933;MAIL;Mardi;Midi;10euros
496889;MAIL;Mardi;Midi;Aucune
624514;MAIL;Mardi;Midi;Aucune
375596;MAIL;Mardi;Midi;Aucune
646890;MAIL;Mardi;Midi;10%
162243;MAIL;Mardi;Midi;10%
649427;MAIL;Mardi;Après-midi;Aucune
476052;MAIL;Mardi;Après-midi;5%
264681;MAIL;Mardi;Matin;10%
105291;MAIL;Mardi;Après-midi;Aucune
536782;MAIL;Mardi;Midi;Aucune
659284;MAIL;Mardi;Après-midi;5%
52128;MAIL;Mardi;Matin;5%
601066;MAIL;Mardi;Après-midi;5%
655652;MAIL;Mardi;Après-midi;Aucune
432704;MAIL;Mardi;Après-midi;5%
425038;MAIL;Mardi;Matin;10euros
625514;MAIL;Mardi;Après-midi;Aucune
117758;MAIL;Mardi;Après-midi;10%
133660;MAIL;Mardi;Matin;10%
426877;MAIL;Mardi;Après-midi;5%
107801;MAIL;Mardi;Midi;10euros
394987;MAIL;Mardi;Matin;Aucune
396757;MAIL;Mardi;Après-midi;10%
161183;MAIL;Mardi;Après-midi;5%
534435;MAIL;Mardi;Matin;Aucune
6063;MAIL;Mardi;Après-midi;Aucune
252789;MAIL;Mardi;Après-midi;Aucune
475998;MAIL;Mardi;Après-midi;5%
253054;MAIL;Mardi;Matin;10euros
493652;MAIL;Mardi;Midi;5%
119666;MAIL;Mardi;Après-midi;10%
544613;MAIL;Mardi;Après-midi;5%
492900;MAIL;Mardi;Après-midi;Aucune
659979;MAIL;Mardi;Midi;10euros
469233;MAIL;Mardi;Midi;Aucune
360717;MAIL;Mardi;Après-midi;10euros
311545;MAIL;Mardi;Midi;5%
618965;MAIL;Mardi;Après-midi;10euros
69460;MAIL;Mardi;Midi;10%
221756;MAIL;Mardi;Après-midi;5%
38538;MAIL;Mardi;Après-midi;Aucune
498319;MAIL;Mardi;Après-midi;Aucune
384783;MAIL;Mardi;Après-midi;10%
319894;MAIL;Mardi;Après-midi;Aucune
105414;MAIL;Mardi;Après-midi;5%
363136;MAIL;Mardi;Après-midi;5%
446439;MAIL;Mardi;Après-midi;10euros
3816;MAIL;Mardi;Après-midi;5%
513263;MAIL;Mardi;Après-midi;5%
60754;MAIL;Mardi;Après-midi;5%
307726;MAIL;Mardi;Midi;10%
364621;MAIL;Mardi;Après-midi;Aucune
513286;MAIL;Mardi;Après-midi;Aucune
435243;MAIL;Mardi;Après-midi;Aucune
600873;MAIL;Mardi;Après-midi;Aucune
449918;MAIL;Mardi;Matin;10%
123087;MAIL;Mardi;Après-midi;10euros
401443;MAIL;Mardi;Matin;5%
445440;MAIL;Mardi;Après-midi;10%
123170;MAIL;Mardi;Après-midi;Aucune
450987;MAIL;Mardi;Midi;5%
72026;MAIL;Mardi;Matin;5%
567618;MAIL;Mardi;Après-midi;5%
556008;MAIL;Mardi;Après-midi;10%
436395;MAIL;Mardi;Après-midi;Aucune
631698;MAIL;Mardi;Après-midi;5%
470747;MAIL;Mardi;Midi;5%
619188;MAIL;Mardi;Après-midi;Aucune
383253;MAIL;Mardi;Matin;5%
111071;MAIL;Mardi;Après-midi;10%
566567;MAIL;Mardi;Matin;Aucune
462947;MAIL;Mardi;Après-midi;5%
335858;MAIL;Mardi;Après-midi;5%
630674;MAIL;Mardi;Après-midi;Aucune
392780;MAIL;Mardi;Midi;10euros
613398;MAIL;Mardi;Matin;10euros
57101;MAIL;Mardi;Après-midi;Aucune
474840;MAIL;Mardi;Midi;Aucune
307942;MAIL;Mardi;Midi;5%
408899;MAIL;Mardi;Matin;5%
421280;MAIL;Mardi;Matin;Aucune
650663;MAIL;Mardi;Après-midi;5%
150591;MAIL;Mardi;Après-midi;10euros
